ID	ZT_0_REP_1	ZT_0_REP_2	ZT_0_REP_3	ZT_4_REP_1	ZT_4_REP_2	ZT_4_REP_3	ZT_8_REP_1	ZT_8_REP_2	ZT_8_REP_3	ZT_12_REP_1	ZT_12_REP_2	ZT_12_REP_3	ZT_16_REP_1	ZT_16_REP_2	ZT_16_REP_3	ZT_20_REP_1	ZT_20_REP_2	ZT_20_REP_3
Krtap27-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap3-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap3-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap3-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap31-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap31-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-13	0.0	0.0	0.0	0.0	0.0140021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0302245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap5-1	0.0	0.0	0.0445716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186721	0.0	0.0	0.0	0.0422691	0.0	0.0
Krtap5-2	0.0362427	0.0233399	0.0339623	0.0322911	0.0	0.0	0.0176957	0.0	0.0	0.0102321	0.0132795	0.0142276	0.0	0.0	0.0601664	0.0322078	0.0128236	0.0162637
Krtap5-3	0.0	0.0	0.104171	0.0	0.0	0.0	0.0	0.0125414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap5-4	0.0	0.0372903	0.0	0.0257958	0.0	0.0	0.0	0.0	0.187233	0.0	0.0	0.0	0.0267084	0.0	0.0	0.0514587	0.0	0.0
Krtap5-5	0.0	0.0305256	0.0444184	0.0	0.0264175	0.0338581	0.0	0.0561501	0.0	0.0	0.0521038	0.0372157	0.0	0.0171782	0.039345	0.0	0.0	0.0
Krtap6-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap6-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap6-5	0.0	0.0369309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap7-1	0.0	0.0	0.052424	0.0	0.0	0.0399605	0.10926	0.0	0.0	0.0315884	0.0409964	0.0	0.0	0.0	0.0	0.0	0.0791778	0.0
Krtap8-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137077	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap9-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap9-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap9-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtcap2	69.4898	64.92	56.0166	62.9865	86.8551	75.6642	67.5634	62.1311	65.7278	72.82	56.716	53.4945	66.6732	57.8424	65.4915	53.1228	61.2152	57.9068
Krtcap3	0.925532	1.57523	1.42485	0.824619	0.921103	1.20415	0.839234	1.20078	0.855045	0.951869	0.993138	1.34951	1.52463	0.886453	1.04261	1.23374	1.09939	0.86032
Krtdap	0.0	0.0	0.0879208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ksr1	3.25042	4.73452	4.26427	4.01231	3.3925	3.87945	3.43954	4.57846	3.78363	3.35698	3.75049	5.59584	4.36687	4.45055	4.32663	3.97571	4.26159	4.63042
Ksr2	2.57097	2.22496	3.07842	3.75928	1.0585	2.6085	2.64628	2.74371	3.29112	1.71978	3.85011	3.71884	3.06966	4.62225	3.59837	4.07892	4.29432	3.85608
Kti12	5.20673	5.52271	5.61259	5.89733	6.82781	5.99194	4.9515	5.4153	5.55688	6.024	5.38666	4.83608	4.72466	6.15411	6.36978	5.06558	5.64724	4.64244
Ktn1	16.7661	19.1061	18.5812	19.0676	18.1668	20.1501	19.6948	18.184	18.2278	19.5851	19.7851	18.0426	18.4288	20.6489	19.3621	18.7049	19.1616	19.2796
Kxd1	22.6656	21.4618	20.3216	24.5985	29.5043	23.935	26.8045	22.8826	21.9987	25.7503	20.7161	20.8716	20.8667	20.1265	23.1435	21.5795	20.9559	19.7492
Ky	0.733489	1.0122	0.75689	0.653515	0.647248	0.782771	0.805791	0.851637	0.729391	0.801201	0.995032	0.815835	0.789407	0.775303	0.786408	0.969986	0.846554	0.760177
Kynu	1.92356	0.164879	0.122934	0.570904	0.109738	0.0800077	0.0781291	0.284784	0.141567	0.124793	0.108155	0.0396455	0.21166	0.0754015	0.122594	0.0213302	0.0812512	0.36746
L1cam	31.8648	31.5176	34.845	41.3175	32.4852	37.4585	34.0854	40.8448	33.0918	28.3542	36.6372	30.8887	37.2817	46.7041	36.9521	36.5315	39.061	38.4747
L1td1	0.0418792	0.0269697	0.0392442	0.0447756	0.00933606	0.0119656	0.0408954	0.350572	0.0180552	0.0189174	0.0184137	0.0394567	0.0386331	0.0182125	0.00695236	0.0	0.0118544	0.0150344
L2hgdh	7.73162	7.2637	7.30684	7.45562	6.7672	7.44016	7.41429	7.31312	7.48181	7.33933	7.93323	6.69056	7.45622	7.7246	7.51051	6.56535	8.07495	7.64148
L3hypdh	1.56233	2.26871	1.59321	2.10163	2.54387	2.53827	2.49785	2.12892	2.01408	2.21405	2.1102	1.51525	1.99229	2.07604	1.94522	1.76953	1.86432	1.69086
L3mbtl1	2.2313	3.90191	5.38875	2.78807	2.65897	3.4338	3.61376	2.65748	2.71776	2.09981	3.81528	3.34704	3.09588	3.39886	3.53101	4.71541	3.79341	3.01199
L3mbtl2	11.1652	11.3021	9.91409	11.3428	13.1438	11.6061	10.0639	11.7595	10.431	11.1699	10.962	10.33	10.4938	11.8182	10.7225	9.63441	9.84491	9.57172
L3mbtl3	7.13345	5.77685	6.23585	6.26015	4.1748	5.28429	6.03757	5.46409	5.78567	4.83504	6.21222	5.36498	7.12121	7.97831	6.75767	6.42822	6.99032	6.85766
L3mbtl4	0.157401	0.212865	0.216329	0.12154	0.134508	0.142412	0.158827	0.136733	0.248818	0.133313	0.157638	0.18537	0.15004	0.117887	0.152425	0.195828	0.0965335	0.0376707
LOC100038947	0.0367672	0.00591941	0.00861346	0.0491376	0.0	0.00656565	0.0179518	0.0	0.0594424	0.0657411	0.0336793	0.057734	0.00847933	0.026649	0.0483211	0.0	0.0065046	0.0
LOC100040786	0.00162726	0.00384044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000861393	0.0	0.0	0.00112584	0.0	0.0	0.0	0.0	0.0
LOC100040786	0.00162726	0.00384044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000861393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100040786	0.00162726	0.00384044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000861393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100041034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100043315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047822	0.0	0.0	0.0
LOC100048884	71.8577	7.48994	0.152042	28.7552	0.130931	0.0184658	0.165995	1.07827	0.17027	0.0277564	10.503	0.502698	0.0383756	0.305424	4.64053	0.648738	0.0940241	0.203823
LOC100049077	0.0447702	0.0864944	0.0839065	0.0797776	0.0499027	0.223853	0.0	0.0353559	0.24127	0.176954	0.360889	0.0351504	0.1239	0.0973489	0.297292	0.119358	0.0950451	0.120542
LOC100125594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100502896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100503496	0.0438645	0.0188321	0.0685076	0.130273	0.0651909	0.125329	0.128502	0.0923752	0.0945557	0.123839	0.139292	0.103318	0.134882	0.0847818	0.084956	0.0779622	0.155204	0.0787358
LOC100504039	0.113428	1.08019e-05	0.0850056	0.100962	0.253009	0.081021	0.088531	0.197191	0.146731	0.166557	2.27335e-05	0.142533	0.0208318	0.1151	2.6029e-06	0.141166	0.0641934	0.122182
LOC100504703	3.47557	2.9843	2.17126	1.89238	3.44357	2.89634	5.27944	3.20218	3.53791	3.27076	4.38639	3.18356	4.45301	2.65906	2.88489	2.91705	2.86941	1.90623
LOC100505025	0.341737	0.174226	0.186804	0.152238	0.253943	0.335638	0.278091	0.337346	0.168818	0.385918	0.208691	0.257128	0.183895	0.175449	0.153648	0.278384	0.151144	0.191691
LOC100861615	2.27031	2.75819	2.74081	3.14242	3.66879	3.54971	3.67569	2.71287	2.87572	3.35717	3.29914	2.76843	2.73195	3.00964	2.98179	3.0915	2.84632	3.04634
LOC100861978	6.35746	9.37473	4.04123	3.53772	8.35862	7.39875	6.29196	4.88539	5.37056	5.5915	5.70445	6.95524	6.38814	4.39396	4.64995	5.14367	5.0509	5.02771
LOC100861978	3.40875	4.9368	7.11163	5.70582	7.01703	5.90396	5.70671	5.12387	4.33229	7.70746	5.12097	4.61079	5.4854	5.36475	5.90963	5.0152	5.59961	4.99856
LOC100862015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100862268	0.1913	0.236915	0.220632	0.26222	0.196828	0.280379	0.32138	0.220803	0.380654	0.265888	0.269592	0.404534	0.327064	0.408248	0.195432	0.248466	0.333231	0.366495
LOC101055749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101055863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101055863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101055863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101055863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102631757	0.128847	0.0656962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102634401	0.0	0.0216308	0.0314755	0.0	0.0374395	0.0239923	0.0327999	0.0795775	0.0	0.0189657	0.0	0.0	0.0	0.0	0.0	0.0596989	0.0237692	0.120583
LOC102636514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0557049	0.0	0.0	0.0
LOC105245869	1.89818	1.66819	1.44226	1.12129	0.933199	1.21699	1.49106	1.50224	1.5733	1.61789	0.826763	0.923136	1.84844	0.970442	1.4016	0.724957	1.13449	1.43068
LOC105246506	0.0458059	0.129793	0.0772628	0.0734608	0.0510571	0.085069	0.0447299	0.094052	0.0789925	0.0775918	0.100701	0.071927	0.0929618	0.0531205	0.0304169	0.0569889	0.0583463	0.0739984
LOC106740	13.2374	14.0901	15.6585	13.5853	16.0063	15.1249	14.5836	15.9178	12.5227	18.428	14.7325	15.5793	12.3317	14.8175	15.0186	12.9934	13.7463	13.8019
LOC432842	1.06895	0.90835	1.14987	1.24545	1.04344	1.0527	1.15502	1.29872	1.09759	0.910719	1.04291	1.09253	1.16697	1.34326	1.10779	1.21413	1.32937	1.23753
LOC664787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC666331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacc1	1.70956	1.60804	1.36898	0.849279	1.27036	1.60597	1.67952	1.35826	1.68625	1.77262	1.45779	1.8059	1.37633	1.0063	1.59102	1.25222	1.19511	1.32044
Lace1	6.23091	5.61896	5.4943	5.3656	7.36615	5.89167	4.58039	4.80296	4.37007	5.73467	4.5588	5.11053	5.50959	5.5462	5.70813	5.40476	4.993	5.22649
Lactb	5.16684	4.79273	4.24095	4.46908	5.26874	4.97474	5.16823	5.43056	4.94562	5.37345	4.60623	5.18184	4.88232	4.20965	5.02961	3.86545	4.69718	4.61462
Lactb2	7.2494	4.58061	4.00432	6.27653	4.20003	4.93441	4.45278	6.02689	5.62103	4.39396	5.40249	5.40231	4.06791	4.49246	4.13623	4.74379	4.65666	4.39877
Lactbl1	0.0	0.00845375	0.0	0.0	0.0	0.0	0.0	0.0103668	0.0	0.00741216	0.0	0.0309196	0.0	0.0475732	0.0	0.0	0.00928948	0.023563
Lad1	0.830743	0.937554	0.763057	0.76215	0.788458	0.898905	1.09235	0.753489	1.0461	1.10534	0.777549	0.929927	0.864989	0.763091	0.86024	1.00871	0.995316	1.09254
Lag3	2.78342	2.73807	1.5554	1.83151	2.74672	2.17058	1.95748	2.00654	2.22937	2.25652	1.59996	1.77434	2.30855	1.57323	2.02423	1.71332	1.91548	2.24598
Lage3	15.2789	13.9795	13.0266	13.2783	14.9831	13.1202	14.2678	14.5056	14.7581	15.5807	11.9308	11.6354	12.2076	11.7701	12.7862	11.6117	10.3986	12.1016
Lair1	2.40244	2.37723	2.07042	2.28087	1.7917	1.93128	2.16635	1.72462	2.57096	2.25207	2.10552	1.99744	2.18634	1.5597	2.07334	2.38184	2.24811	2.29813
Lalba	0.0878207	0.0282778	0.0	0.0	0.0	0.0	0.0	0.0	0.0473273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039409
Lama1	0.547895	0.621817	0.4927	0.485968	0.429959	0.624769	0.412665	0.490892	0.434291	0.396764	0.631963	0.472606	0.564355	0.548484	0.683189	0.401746	0.618959	0.571112
Lama2	1.46796	1.53116	1.51316	1.57592	1.08637	1.37688	1.26663	1.29612	1.78451	1.39278	1.85874	1.44729	1.36306	1.33958	1.4482	1.28957	1.41005	1.50538
Lama3	0.462699	0.415708	0.344754	0.279526	0.264161	0.422399	0.310771	0.28341	0.321117	0.201361	0.372151	0.480236	0.360206	0.292832	0.316618	0.395141	0.346597	0.392985
Lama4	0.607476	0.837942	0.907134	0.639015	0.563537	0.565491	0.734811	0.597349	0.967337	1.12418	0.962133	1.27699	0.813469	0.886285	1.13534	0.585124	0.538046	0.580378
Lama5	0.685348	1.19627	1.09466	0.997047	0.950906	1.0653	1.07679	1.21333	1.10692	0.778574	1.15738	1.09063	0.919086	0.923795	0.850762	1.04902	0.975767	1.0631
Lamb1	1.68014	2.22218	1.87083	1.85563	2.10627	1.87206	1.74898	2.10218	1.68691	1.74427	1.68579	2.70598	2.11833	2.05443	2.03564	1.77054	2.02035	2.66188
Lamb2	5.57254	8.3717	5.63365	5.8533	4.77038	6.77186	5.64791	4.97128	7.85948	8.34691	7.74928	7.14488	6.39944	5.80281	7.62381	5.10233	7.00487	6.1881
Lamb3	1.11801	1.18063	0.771668	0.872938	1.05189	0.948863	0.962876	0.697789	0.732075	0.702391	0.885366	0.764521	0.765196	0.914902	1.23235	0.641316	1.14403	0.836416
Lamc1	3.08252	3.696	3.74155	3.55469	2.64486	3.64547	3.66095	3.42366	4.2669	3.73716	4.65123	4.77737	3.52389	3.59847	4.26954	3.1726	3.47838	3.66101
Lamc2	0.189309	0.303295	0.224992	0.172782	0.277918	0.214377	0.166827	0.477675	0.213994	0.289391	0.29099	0.511149	0.289639	0.250998	0.344933	0.131304	0.130698	0.236206
Lamc3	0.583812	0.91417	0.981745	0.755298	0.686398	0.736914	0.71848	0.786309	1.12919	1.38632	1.38603	1.7958	1.11032	1.04338	1.53676	0.650298	0.817783	0.893612
Lamp1	193.3	186.955	164.366	179.424	198.942	190.096	191.929	181.672	194.806	222.399	178.718	153.91	179.112	162.366	179.178	161.853	170.238	174.138
Lamp2	38.6836	34.6628	30.2824	35.163	29.5835	32.3706	35.7323	33.4175	37.2324	40.6203	37.1169	33.1341	36.8791	34.4793	35.7553	32.2721	33.4438	35.3781
Lamp3	0.0	0.0	0.0	0.0	0.00814023	0.0	0.00356573	0.0	0.0	0.00412359	0.0	0.0	0.0	0.0	0.0	0.0	0.00516798	0.00655436
Lamp5	12.2013	16.374	11.8516	15.944	15.9398	10.5802	13.6442	8.62023	13.3346	10.1044	9.22005	18.1085	13.1799	11.8009	16.4221	11.1227	11.5588	16.308
Lamtor1	60.5114	53.803	45.9661	53.5999	66.1398	54.0916	56.132	53.9622	53.7048	62.9384	48.1463	48.5785	52.7018	47.5351	53.4824	50.6655	48.5538	51.2525
Lamtor2	95.9325	87.0659	74.3662	89.9026	115.243	92.4277	89.6331	90.8615	88.9013	109.199	82.5856	73.9181	83.8513	88.3361	89.417	79.5878	76.7279	83.6956
Lamtor3	22.9791	22.5477	22.512	24.3318	30.3674	23.2063	23.7992	26.1208	24.5327	26.9698	22.8192	24.0725	25.7948	24.9672	25.1608	22.0452	22.4823	22.596
Lamtor4	36.4269	37.4139	28.6875	30.6776	44.8587	38.8449	31.4397	35.4495	34.2194	35.7952	29.618	29.572	34.6187	28.7958	34.319	30.0178	28.8202	32.8162
Lamtor5	45.9529	41.3382	41.2726	41.8234	51.335	41.0542	44.6737	42.9934	40.7106	48.025	35.7733	39.4245	45.5043	39.3604	42.1046	40.3826	39.2009	37.0201
Lancl1	18.748	19.4046	17.4674	19.9456	23.6079	21.4169	18.491	20.6744	17.8042	19.1973	18.7529	22.7853	20.399	22.7101	19.9207	18.3021	18.2353	19.9577
Lancl2	16.0954	14.1737	14.6287	17.8473	17.0973	16.7736	16.1775	18.8488	14.4506	15.8116	16.654	15.5709	15.7112	20.234	17.773	15.8666	16.5988	16.5423
Lancl3	3.4964	2.52962	2.95281	3.82942	1.78022	2.98638	3.19749	3.50139	2.82469	2.93173	4.28841	4.75918	4.20381	5.64945	4.27906	4.97034	4.64301	3.69695
Lao1	0.0261942	0.0	0.0	0.0	0.0	0.0	0.0255789	0.010343	0.0141163	0.0665566	0.105575	0.0411316	0.0120819	0.0284785	0.0543562	0.0931121	0.0463409	0.047018
Lap3	36.7762	30.14	26.8608	29.7129	31.4047	30.4578	28.1431	27.8039	30.0313	30.2277	22.9789	20.8889	25.2415	20.7438	24.0237	25.2655	24.2845	26.2152
Laptm4a	113.203	108.407	90.9672	100.924	111.701	103.516	118.604	104.094	109.708	133.395	99.5387	92.5031	108.059	95.9697	106.974	89.7872	97.5731	94.9069
Laptm4b	34.1319	33.4821	31.6791	34.5216	44.3226	37.118	36.3384	36.2146	34.2427	41.334	31.4667	31.5928	34.9792	36.2969	34.2452	33.0215	30.1367	32.1068
Laptm5	13.0547	18.7408	12.2431	13.8588	15.9155	16.6025	15.3018	13.0109	17.0696	17.7548	13.0622	15.3416	15.8641	11.9111	14.0313	14.0183	11.8216	13.6129
Large	19.1218	20.2412	19.1955	21.4332	18.5345	20.1123	18.4466	18.2402	16.8742	19.9358	18.0018	21.4161	19.6898	22.719	21.2799	18.821	19.7521	18.9365
Larp1	22.3003	22.2902	24.0661	25.9616	23.2966	26.7387	23.6978	24.7654	23.1504	23.1127	26.2308	24.756	22.5417	28.0976	25.6863	25.3298	24.5772	23.4306
Larp1b	6.06552	4.61633	4.30597	5.991	5.03651	5.42665	5.75851	5.72147	4.80408	5.45728	5.79182	4.55778	5.58124	6.09489	5.84837	4.92745	4.4657	3.90409
Larp4	7.33134	7.42388	8.33636	9.02886	6.49027	8.18355	9.05106	9.86994	8.24763	8.01187	10.279	9.57585	9.05973	10.8159	9.58122	8.55737	9.52336	9.30683
Larp4b	11.4172	9.77376	11.369	13.5176	9.80504	12.2784	11.7027	12.986	12.0413	10.9694	13.4353	13.5803	12.1203	15.8136	12.8181	12.829	13.2596	13.0297
Larp6	11.5207	12.815	11.9306	13.9485	15.76	15.04	12.113	14.9826	11.9116	12.9301	12.7757	12.1545	12.248	14.3283	12.8499	11.0913	11.3257	11.7888
Larp7	6.57626	6.50298	5.99411	7.28936	8.69206	8.16266	6.70251	6.49886	5.55162	6.03317	6.23243	6.60214	6.42013	6.48557	5.92594	5.93994	6.34904	6.25689
Lars	8.36617	9.12019	8.10805	10.3222	11.9917	10.8748	9.9154	11.2594	9.73034	10.2489	10.7371	10.4647	8.12265	9.57302	8.15893	8.20934	8.41003	9.5013
Lars2	577.268	181.653	364.744	473.405	499.21	359.584	443.084	414.037	388.659	418.781	325.128	287.877	426.965	297.649	408.861	396.255	372.214	368.384
Las1l	16.7331	21.9015	21.1242	18.5659	23.025	24.4626	20.5344	20.0135	17.2654	20.7679	23.1077	22.5965	21.3663	23.5317	22.7431	20.1176	18.9581	19.5565
Lasp1	49.1104	47.8649	43.9049	43.6356	39.4451	42.4571	43.638	43.1226	43.735	45.4988	38.5793	34.963	48.0018	44.8107	46.5151	47.3272	42.4994	43.7893
Lat	0.0671345	0.461161	0.587163	0.139568	0.598647	0.335676	0.26223	0.318105	0.289434	0.29062	0.311581	0.105418	0.165149	0.194637	0.241475	0.198868	0.395899	0.321346
Lat2	1.09643	1.74136	1.55003	1.26359	1.73711	1.7216	1.66497	1.03995	1.32212	1.82224	0.930919	0.975617	1.20374	0.847256	1.41536	1.45569	1.17367	1.37424
Lats1	5.37737	5.46042	6.11291	5.66666	4.09051	5.73238	5.92696	5.9793	6.43627	5.14897	7.16342	6.81609	5.74666	5.85223	6.29278	6.08437	6.83661	6.63702
Lats2	4.52337	5.71009	4.94451	4.56281	2.88696	3.89447	4.19885	5.49067	5.57326	5.34924	4.95366	6.28364	6.65099	5.2923	5.76565	5.61546	4.86483	5.77464
Lax1	0.144233	0.150045	0.158813	0.108737	0.1113	0.099062	0.30336	0.0963801	0.0239144	0.0875639	0.0620922	0.0609755	0.102348	0.072374	0.12893	0.141189	0.188433	0.142585
Layn	1.58362	1.63734	1.08916	1.30739	1.50606	1.52552	1.73085	1.3424	1.33103	1.45201	1.59701	1.02661	1.30004	1.63221	1.64008	0.968335	1.62443	1.70814
Lbh	24.227	25.4446	24.8108	27.5133	27.7362	28.8572	26.7226	30.1404	26.5955	29.1675	25.5336	21.1837	25.9829	27.4133	26.4229	24.9806	25.3651	24.9769
Lbhd1	1.55957e-08	1.26645e-08	1.56287e-08	1.39447e-08	3.09788e-08	8.87021e-09	4.58131e-08	5.68483e-09	2.45759e-08	5.55881e-09	1.24245e-08	0.0165111	1.56839e-08	0.0479966	1.76419e-08	0.0196617	1.04236e-08	9.29329e-09
Lbp	4.07307	2.47658	1.9084	2.11396	3.09646	3.06472	3.54297	3.09948	2.05649	3.2432	3.60783	2.4217	1.66892	2.02067	2.23202	1.25632	2.42758	2.55532
Lbr	2.70416	4.07366	4.3816	3.74512	4.1359	4.89004	4.42558	4.18997	3.83692	3.98923	4.79607	3.96135	3.95971	4.30701	4.27892	4.29518	4.36496	4.68801
Lbx1	0.0	0.0	0.0	0.0625167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lbx2	0.0	0.0486991	0.070863	0.0	0.0421452	0.108031	0.0369223	0.0597195	0.122258	0.0	0.055416	0.118744	0.139519	0.0	0.0313846	0.0	0.0267567	0.0339345
Lca5	2.36351	2.39146	2.32295	2.21472	1.95075	2.55923	2.08775	2.60807	2.02666	2.22705	2.64812	2.70608	2.05214	2.24554	2.28342	2.22703	2.48207	2.56949
Lca5l	0.91216	0.786546	0.80406	0.792043	1.06843	1.49636	1.13984	0.988957	0.849833	0.842403	1.01966	0.546226	0.777278	0.930075	0.737889	0.844958	1.01747	0.874155
Lcat	20.2049	18.2241	10.6036	13.2002	13.9649	13.2674	12.3897	13.1764	15.8827	17.1465	11.6586	13.2716	13.0068	8.41775	12.3142	11.4696	11.3005	11.4406
Lce1a1	0.0	0.0	0.0	0.0821918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lce1i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
