CycID	PhaseShift	PhaseShiftHeight	PeakIndex	PeakSPD	Period	p	N	Nindependent	Nyquist	BH.Q
POLR2E	29.774610931267	41.8626646755596	55	2.37489973703503	21.4686825053996	0.768826392067571	18	15	0.132352941176471	1
POLR2F	4.69473873928438e-05	80.5722937954606	34	2.62188056171755	23.6104513064133	0.677490748845477	18	15	0.132352941176471	1
POLR2G	30.3516952896114	64.3930871577161	52	2.04287770866894	21.7505470459519	0.875442150506812	18	15	0.132352941176471	1
POLR2H	22.2818612053875	17.2315544436803	57	2.14894727017867	21.2847965738758	0.844292181689351	18	15	0.132352941176471	1
POLR2I	23.1029249302805	20.6437890678484	23	4.0424546180698	24.9122807017544	0.233295272140404	18	15	0.132352941176471	1
POLR2J	16.6146677819807	40.4380795115201	69	3.44702789628849	20.244399185336	0.384531015623355	18	15	0.132352941176471	1
POLR2K	9.05553427507735	51.4646629414202	56	3.24747697701635	21.3763440860215	0.448281736195229	18	15	0.132352941176471	1
POLR2L	21.5791486698248	17.6838482112914	72	1.08840535540408	20	0.997885884289735	18	15	0.132352941176471	1
POLR2M	43.9442291419695	111.238230427221	30	2.23848070869847	24.0677966101695	0.815693480871843	18	15	0.132352941176471	1
POLR3A	39.8880449045722	5.13720030287377	30	0.833158837058333	24.0677966101695	0.999807476473585	18	15	0.132352941176471	1
POLR3B	34.2375850100485	4.19135263571778	1	0.563138546213551	28	0.999996757938166	18	15	0.132352941176471	1
POLR3C	31.8024448389651	8.16175756185657	39	2.81208136710045	23.0626450116009	0.605211356800455	18	15	0.132352941176471	1
POLR3D	32.1050655882488	8.33873162712325	15	1.42492768952361	25.9530026109661	0.983867751488729	18	15	0.132352941176471	1
POLR3E	32.3831252713982	9.13633265637748	28	1.35944562992443	24.3031784841076	0.988343764067476	18	15	0.132352941176471	1
POLR3F	39.83519872023	5.51165843428594	16	1.98134121984438	25.8181818181818	0.891984963541664	18	15	0.132352941176471	1
POLR3G	25.0448674511548	1.16725303635729	1	3.12756089702634	28	0.489420036354808	18	15	0.132352941176471	1
POLR3GL	25.6473352518894	17.703185880245	39	5.4711272616152	23.0626450116009	0.0612728315837052	18	15	0.132352941176471	1
POLR3H	5.49973454206191e-05	20.5313131080288	41	1.63058785211875	22.8505747126437	0.961950922004281	18	15	0.132352941176471	1
POLR3K	40.0261011182514	16.5689200847878	1	1.79650531378967	28	0.934166488046467	18	15	0.132352941176471	1
